reported_date,issue_id,issue_title,issue_description,car_id,car_component
2019_03_31,9e72bc2d-8d93-4501-921c-43a04d97b838,Faulty Blower Motor,"The blower motor for the HVAC system is not working, affecting air circulation.",CAR-ID:0965225e,HVAC System
2020_03_26,1dcea6f2-e66c-4aa4-a9cb-f8f2087b7c80,Faulty Coolant Temperature Sensor,"The sensor is giving inaccurate readings, affecting engine temperature regulation.",CAR-ID:98f4557e,Cooling System
2019_04_17,ec798691-d744-4545-b87a-911bb1839746,Failing Crankshaft Position Sensor,"The sensor is not accurately tracking the crankshaft's position, affecting engine timing.",CAR-ID:2c9fd44f,Engine
2021_11_24,9f2c8ee3-159f-4230-b643-224e3098ca76,Malfunctioning Transmission Control Unit (TCU),"The TCU is not managing gear shifts properly, leading to transmission issues.",CAR-ID:e1484bad,Transmission
2021_03_01,61594d13-93c7-4d1e-9685-f0b56ec07d7c,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:a0bd931c,Steering System
2023_12_02,299bbe09-6403-49bb-a840-21f0b558b7b4,Stalling Engine,"The engine stalls during operation, potentially due to fuel or electrical issues.",CAR-ID:56b02386,Engine
2023_06_23,5bf73cfe-5f18-427d-9bd5-bb2b80bc67e9,Broken Axle,"An axle is bent or broken, severely affecting the vehicle's ability to move.",CAR-ID:886537d4,Drivetrain
2021_06_19,0e495f2a-c41e-49a5-b35c-30957e32ed75,Malfunctioning O2 Sensor,"The oxygen sensor is not providing accurate data, affecting engine performance.",CAR-ID:80a9ea1a,Exhaust System
2020_05_02,8a0f94ea-a439-4d28-8a8c-ec35816cea11,Clogged Air Filter,"The air filter is dirty or clogged, reducing airflow to the engine.",CAR-ID:96630405,Engine
2022_08_28,536ed69b-1f2c-468a-8bb3-28d0011e7115,Failing Wheel Bearing,"A wheel bearing is damaged, causing noise and vibration while driving.",CAR-ID:cafa3980,Wheel Assembly
2022_02_19,29edddb2-2f3c-4d34-be44-0cc6022d908d,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:9be7ded7,Engine
2019_12_12,fe9151ec-83e6-420a-a6d5-fb45de013e90,Torn CV Boot,"The CV boot is torn, leading to CV joint damage due to contamination.",CAR-ID:29d51dae,Drivetrain
2023_11_18,39a4ddee-46ac-4780-aca3-4573370871c5,Loose Fuel Cap,"The fuel cap is not sealing properly, potentially triggering the check engine light.",CAR-ID:ccb59ad1,Fuel System
2021_08_08,55750f4c-6c70-47ad-a6f8-57a70e2fb23f,Brake Pad Wear,The brake pads have worn down and need replacement.,CAR-ID:ae809242,Brakes
2021_04_03,1ae8d915-f825-41c1-af6b-83251d883aa5,Faulty EGR Valve,"The exhaust gas recirculation (EGR) valve is not working properly, affecting emissions and engine performance.",CAR-ID:c29b04d7,Exhaust System
2019_04_07,47beb0a5-119c-4c54-9ffd-5b4366f871c6,Worn Strut Bearings,"Strut bearings are worn, causing noise and affecting steering and suspension.",CAR-ID:bc62608f,Suspension
2020_09_29,afa9e0ad-745a-4793-9e62-e22ee510fe36,Faulty Blower Motor,"The blower motor for the HVAC system is not working, affecting air circulation.",CAR-ID:9ba2ebc5,HVAC System
2023_03_27,1b2806f0-9aa8-4f3c-b472-6c3fe08d1e53,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:3cb18306,Transmission
2019_12_01,bf33c0d9-0c25-43e2-af2b-736b4f956904,Broken Seat Adjuster,"The seat adjuster mechanism is broken, preventing seat position changes.",CAR-ID:6710c547,Interior
2022_01_21,1d009a91-f4ef-4181-941b-ab5c1d9eb8fe,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:9825282a,Fuel System
2024_01_22,c6fc00da-8ec6-45e7-9791-7171166d3bcd,Worn Spark Plug Wires,"Spark plug wires are worn or damaged, causing misfires and engine performance issues.",CAR-ID:43be19d7,Ignition System
2022_09_01,581b2e40-2917-41b6-a003-06fea7bf4096,Failing Wheel Hub Assembly,"The wheel hub assembly is damaged, leading to noise and potential wheel loss.",CAR-ID:d76266c8,Wheel Assembly
2021_03_28,207c4768-a723-4441-8a68-80f22e5d02fa,Faulty Transmission Control Module,"The transmission control module is malfunctioning, leading to shifting problems.",CAR-ID:e2313f14,Transmission
2023_01_30,c1d0eeb7-363e-461e-935a-8f87d9a57a51,Worn Out Timing Chain,"The timing chain is stretched or damaged, affecting engine timing and performance.",CAR-ID:1916a850,Engine
2023_11_28,0e1895c7-f9ac-4ca0-9b84-9c78e5de9e2d,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:0e0bd300,Engine
2023_07_15,dbe43372-7428-48f9-9956-cc9e90742d08,Faulty Air Suspension,"The air suspension system is leaking or not operating correctly, affecting ride quality.",CAR-ID:8d72afc7,Suspension
2020_05_08,aa0ce2fb-b359-4bbb-afda-820af55768bd,Stalling Engine,"The engine stalls during operation, potentially due to fuel or electrical issues.",CAR-ID:db0809bd,Engine
2023_12_12,d317c11c-df4e-4b30-896f-4da03eb70de8,Failing Catalytic Converter,"The catalytic converter is clogged or damaged, leading to reduced engine performance and increased emissions.",CAR-ID:8f31dd72,Exhaust System
2019_10_09,0734a030-47d2-49fa-aa5f-ddc70a5085cd,Leaking Axle Seals,"Axle seals are leaking, leading to fluid loss and potential axle damage.",CAR-ID:8bda5e9f,Drivetrain
2023_10_29,89a67857-a75c-43d2-b6cd-d429d1ee49eb,Faulty Knock Sensor,"The knock sensor is not detecting engine knock, which can lead to engine damage.",CAR-ID:aaf2d800,Engine
2022_10_08,b0a65049-4181-40db-9c40-5fe83a9d3c14,Malfunctioning Car Alarm,The car alarm is going off randomly or not functioning when needed.,CAR-ID:bdec2b28,Electrical System
2019_11_13,b5bdeb34-bce1-4705-8b22-9bfe6ea949b8,Malfunctioning Throttle Body,"The throttle body is not regulating airflow properly, affecting acceleration.",CAR-ID:f3dedc16,Engine
2022_03_22,2aa0bde5-c1b5-475f-9b48-ab65a7147ae0,Cracked Windshield,"The windshield has a crack or chip, which can impair visibility and safety.",CAR-ID:1ba1e700,Body/Exterior
2021_09_04,a2feee55-2322-433d-9165-a8613400ff04,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:2e373636,Clutch
2019_07_23,988eb70d-b693-4914-b8fc-22854ea61041,Leaking Shock Absorbers,"The shock absorbers are leaking fluid, reducing their effectiveness.",CAR-ID:5281fbca,Suspension
2021_05_31,253728a9-6280-4f44-96d5-cd8f59e35577,Failing Clutch Slave Cylinder,"The slave cylinder is failing, leading to issues with clutch disengagement.",CAR-ID:377793a7,Clutch
2019_11_25,5640dc8f-7857-4eee-a75b-8c606f5eb5a6,Worn Out Piston Rings,"Piston rings are worn, leading to oil burning and loss of compression.",CAR-ID:3c80aa47,Engine
2022_12_22,a1b551ed-988d-4777-944e-352b921e2977,Failing Power Steering Rack,"The steering rack is worn or leaking, making steering difficult.",CAR-ID:48bbb201,Steering System
2019_10_21,afe938c0-9447-4639-99ea-a8cc7e7f1e44,Failing Engine Timing Sensor,"The sensor is not accurately tracking engine timing, affecting performance.",CAR-ID:e85c3238,Engine
2023_06_30,978e4ed1-1f6b-46b4-a883-bc8cf72aaf20,Failing Transmission Shift Solenoid,The solenoid is not shifting gears properly or is stuck.,CAR-ID:9a6b07f9,Transmission
2019_07_23,ce3d70f5-b63f-4532-8223-ae6f8b0c3410,Failing Crankshaft Position Sensor,"The sensor is not accurately tracking the crankshaft's position, affecting engine timing.",CAR-ID:96630405,Engine
2021_09_04,a469e450-b4cf-4fac-972c-c724cd15c542,Failing Airbag Control Module,"The control module is not functioning properly, which may affect airbag deployment.",CAR-ID:43be19d7,Safety System
2021_10_03,35ecd3a6-0390-4bdb-a817-a9edf457d364,Worn Out Piston Rings,"Piston rings are worn, leading to oil burning and loss of compression.",CAR-ID:bb792aeb,Engine
2020_08_27,b3838e55-e28a-4fd8-9637-385296675fa7,Failing Wheel Bearing,"A wheel bearing is damaged, causing noise and vibration while driving.",CAR-ID:cf12a936,Wheel Assembly
2023_05_27,53d74229-19cf-451e-a9fb-87e79ace2586,Faulty Thermostat,"The thermostat is stuck open or closed, affecting engine temperature regulation.",CAR-ID:fceeb9eb,Cooling System
2022_09_18,cba2a507-184d-49da-a81a-0eabb6f59b33,Check Engine Light,"The check engine light is on, indicating a potential engine issue.",CAR-ID:63077cf5,Engine
2023_05_05,2198bb27-09aa-436e-83ae-f558e393b711,Faulty Throttle Position Sensor,"The sensor is not accurately tracking throttle position, affecting acceleration.",CAR-ID:87aacd86,Engine
2019_03_20,63380624-245c-4463-8857-e5a01c0e0909,Failing Air Intake Hose,"The air intake hose is cracked or loose, leading to engine performance issues.",CAR-ID:f7df8c87,Engine
2020_08_02,e1d50139-3ea8-4460-a07c-2c0912fa2fcf,Broken Axle,"An axle is bent or broken, severely affecting the vehicle's ability to move.",CAR-ID:d7d451d8,Drivetrain
2020_12_10,3e7058af-4072-465d-a4e2-201059a54114,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:e690c0fc,Engine
2023_07_21,8e916860-ae44-4398-be3c-d80c677ab667,Oil Leak,"Oil is leaking from the engine, potentially leading to low oil levels.",CAR-ID:0f51b173,Engine
2023_01_06,fac2826f-04da-4309-8750-8dfd0a4558d1,Failing Air Intake Hose,"The air intake hose is cracked or loose, leading to engine performance issues.",CAR-ID:108b2a68,Engine
2024_01_18,39ad13d2-0685-4f16-ab79-ffae4e4b04b4,Failing Fuel Gauge Sensor,"The fuel gauge sensor is inaccurate, leading to incorrect fuel level readings.",CAR-ID:c03549c4,Fuel System
2021_09_22,dd684b0f-628e-49af-902d-5704489fece4,Rust and Corrosion,"Parts of the car's body or undercarriage are rusting, which can lead to structural issues.",CAR-ID:acd574d7,Body/Exterior
2020_06_30,b7073167-67e0-4b26-860d-922ae0b66d53,Defective Airbags,The airbags may not deploy in an accident or have deployed without cause.,CAR-ID:8f31dd72,Safety System
2020_08_12,fb3f7505-2543-4815-bf07-2331427cbd1e,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:4cc72a3b,Brakes
2020_03_29,6f78c5bc-3287-49d2-807c-2fc69b32d156,Electrical System Malfunction,Electrical components such as lights or indicators are not working.,CAR-ID:43be19d7,Electrical System
2021_09_07,3caa5b8c-2abd-4849-ae10-8cebedaa0889,Failing Air Flow Meter,"The meter is not accurately measuring the air flow to the engine, affecting performance.",CAR-ID:290bb9c5,Engine
2021_11_15,00211df6-3666-41b3-b028-593d86111b56,Worn Out Brake Lines,"Brake lines are corroded or damaged, risking a brake fluid leak.",CAR-ID:0f036a85,Brakes
2020_05_14,e3e98fae-8e91-4006-966c-7933414abe1d,Failing Ignition Lock Cylinder,"The ignition lock cylinder is worn or damaged, causing difficulty in starting the car or turning the key.",CAR-ID:87aacd86,Electrical System
2019_10_05,73bae2bc-8595-44c3-b349-7d8ff26c77dc,Malfunctioning Fuel Shut-Off Valve,"The valve is not operating correctly, affecting fuel flow.",CAR-ID:75a542e0,Fuel System
2020_11_30,1c9823d5-c6c8-4f70-8a6c-4b53a6ac4213,Faulty Knock Sensor,"The knock sensor is not detecting engine knock, which can lead to engine damage.",CAR-ID:36fb07f6,Engine
2019_08_17,21dd2d56-07ee-4846-9b73-64b589093719,Failing Drive Shaft,"The drive shaft is damaged, causing vibrations and potential loss of power to the wheels.",CAR-ID:731344e3,Drivetrain
2021_09_17,d13235f7-c18e-49db-a975-89acdf894773,Alternator Failure,The alternator is not charging the battery while the car is running.,CAR-ID:9ea496f6,Electrical System
2021_10_10,ceb8ec3d-4142-4803-862f-51c8b310d287,Malfunctioning O2 Sensor,"The oxygen sensor is not providing accurate data, affecting engine performance.",CAR-ID:c23cbfe5,Exhaust System
2020_03_27,8cf5cdc4-24e8-4874-90a9-a2286cabef45,Failing Powertrain Control Module (PCM),"The PCM is malfunctioning, affecting engine and transmission performance.",CAR-ID:1327a795,Electrical System
2023_06_09,fd553235-17f9-4717-8bca-2e1d746b9b9d,Malfunctioning Torque Converter,"The torque converter is not transferring power effectively, affecting transmission performance.",CAR-ID:3cd13575,Transmission
2021_08_16,1b5695a6-7584-4921-8dca-f2c4a2135ee8,Worn Out Distributor Cap,"The distributor cap is worn or damaged, causing ignition issues.",CAR-ID:3751ef18,Ignition System
2023_05_07,394577cb-a3d6-402c-936d-346234e57f64,Leaking Power Steering Fluid,"Power steering fluid is leaking, leading to difficult steering.",CAR-ID:3239419e,Steering System
2022_11_07,4537b19c-4762-4f8f-9490-b839bd4e7701,Malfunctioning Heater Core,"The heater core is leaking or clogged, affecting cabin heating and defrosting.",CAR-ID:0803c8c2,HVAC System
2021_01_23,c3c4b151-3a88-442f-8860-33d93eb277dd,Failing Turbocharger,"The turbocharger is not boosting engine power as it should, possibly due to leaks or damage.",CAR-ID:97a2e84f,Engine
2021_08_20,cd12a518-3078-4043-9c91-dece387f4b87,Sticking Brake Caliper,"A brake caliper is sticking, causing reduced braking power and uneven wear.",CAR-ID:299ffbea,Brakes
2021_04_08,5d077314-f0f5-4d45-9f68-4236d0e5cf05,Steering Wheel Vibration,"The steering wheel vibrates, especially at certain speeds or when braking.",CAR-ID:afd805e2,Steering System
2023_09_28,9fd1b29d-a51d-4bf7-b009-313ecfc07973,Malfunctioning Idle Control Valve,"The valve is not regulating the engine's idle speed properly, causing stalling or rough idle.",CAR-ID:3191f63a,Engine
2020_06_10,5597a8a3-35bb-49e6-a88c-c216bfbf7dbb,Failing PCV Valve,"The positive crankcase ventilation (PCV) valve is not functioning, affecting emissions and engine performance.",CAR-ID:db07c8a9,Engine
2022_02_15,1fd612ef-91b1-440e-8bd8-6d872a57e05a,Uneven Tire Wear,"Tires are wearing down unevenly, which could indicate alignment issues.",CAR-ID:a2652272,Tires/Suspension
2019_07_05,af997534-8fdc-464a-bf70-5eba6e3f4c0c,Malfunctioning O2 Sensor,"The oxygen sensor is not providing accurate data, affecting engine performance.",CAR-ID:389e0a2a,Exhaust System
2024_01_23,758e1457-7c71-46d6-ae46-9dc48a982f5e,Faulty EGR Valve,"The exhaust gas recirculation (EGR) valve is not working properly, affecting emissions and engine performance.",CAR-ID:661cd0be,Exhaust System
2021_05_11,493c590b-2e4d-48ed-a43a-622cbd16164c,Torn CV Boot,"The CV boot is torn, leading to CV joint damage due to contamination.",CAR-ID:a4667478,Drivetrain
2021_06_18,3a57fcff-731d-4b7a-a232-8be65119911e,Worn Strut Bearings,"Strut bearings are worn, causing noise and affecting steering and suspension.",CAR-ID:7d899db9,Suspension
2020_06_27,d3431298-1ddd-486e-89fc-1294283b1764,Worn Out Piston Rings,"Piston rings are worn, leading to oil burning and loss of compression.",CAR-ID:316b1aeb,Engine
2021_10_18,1a6d7c15-6c48-4409-b031-de205e5f611f,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:89973c10,Engine
2020_12_04,cfcb2217-3abb-4bbd-9913-741b597a707a,Malfunctioning Sunroof,"The sunroof will not open or close properly, or it leaks.",CAR-ID:a346e677,Body/Exterior
2020_02_23,377ebfe8-3321-4dfd-ab72-04835fd2b211,Failing Powertrain Control Module (PCM),"The PCM is malfunctioning, affecting engine and transmission performance.",CAR-ID:faf9cd05,Electrical System
2022_03_04,2af615bf-70b0-4249-a7db-3a7f4d10adbc,Overheating Engine,"The engine temperature exceeds the optimal range, potentially causing damage.",CAR-ID:acd574d7,Cooling System
2021_05_30,be0b9b7a-d521-4523-bb27-a3bea846d15a,Leaking Valve Cover Gasket,"The gasket is leaking oil, which can lead to engine damage if unchecked.",CAR-ID:26ccc0a1,Engine
2020_07_31,eced0f80-c77b-4529-8466-6388bafe27e5,Malfunctioning Throttle Body,"The throttle body is not regulating airflow properly, affecting acceleration.",CAR-ID:37881542,Engine
2022_11_28,6a8d5c49-f582-44e0-8fc1-12e6290bff6e,Defective Airbags,The airbags may not deploy in an accident or have deployed without cause.,CAR-ID:d28b594f,Safety System
2021_07_08,1960e1ba-3ea2-4fc1-a0ab-ff0e6bee45b0,Worn Strut Bearings,"Strut bearings are worn, causing noise and affecting steering and suspension.",CAR-ID:98086256,Suspension
2021_08_24,58aab48f-04d5-4869-a154-5bba05cc9700,Stalling Engine,"The engine stalls during operation, potentially due to fuel or electrical issues.",CAR-ID:686a6673,Engine
2021_08_10,8bed9652-bb2f-4904-bf4b-d6155943bc42,Failing Differential,"The differential is making noise or not functioning properly, affecting handling.",CAR-ID:9a6b07f9,Drivetrain
2024_01_19,5db51829-9d8f-4b12-aea5-73734068bca6,Rattling Noises Under Car,"Rattling noises are coming from under the vehicle, possibly from the exhaust or suspension.",CAR-ID:5281fbca,Undercarriage
2023_03_31,b5f9751f-ff8c-4417-ba63-14d737114a34,Faulty Brake Booster,"The brake booster is not providing enough power assistance, making braking hard.",CAR-ID:f5c0d8a5,Brakes
2021_11_21,34da611d-2297-4d7b-b6d3-1d418035d57a,Squealing Belts,"Squealing sounds from the engine bay, indicating a belt may be loose or worn.",CAR-ID:cd0768a5,Engine Belts
2020_11_24,a19f70b9-434f-4da5-94b7-c6b6d3807d67,Overheating Engine,"The engine temperature exceeds the optimal range, potentially causing damage.",CAR-ID:6efcaf79,Cooling System
2020_07_11,1bccc61e-a01c-4089-8eaf-7cea28faa3cf,Malfunctioning Fuel Pressure Regulator,"The fuel pressure regulator is not maintaining proper fuel pressure, affecting engine performance.",CAR-ID:4e059385,Fuel System
2022_01_14,239375ab-95af-4421-a9fe-0bb888279bc8,Broken Engine Valves,"Engine valves are broken or bent, leading to loss of power and potential engine damage.",CAR-ID:ae117e48,Engine
2023_03_02,82f77d90-2d27-4c6c-b031-1308e1b8672a,Worn Out Timing Chain,"The timing chain is stretched or damaged, affecting engine timing and performance.",CAR-ID:7bf73127,Engine
